Heat: 750.0000 | Time: 2.8330 | MPISize: 1
         3002677 function calls (2769372 primitive calls) in 7.151 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 controlflow.py:14(CFBlock)
        1    0.000    0.000    0.000    0.000 controlflow.py:57(_DictOfContainers)
        4    0.000    0.000    0.000    0.000 controlflow.py:284(dead_nodes)
       14    0.000    0.000    0.000    0.000 controlflow.py:692(<genexpr>)
        1    0.000    0.000    0.000    0.000 postproc.py:4(YieldPoint)
        1    0.000    0.000    0.000    0.000 postproc.py:15(GeneratorInfo)
        1    0.000    0.000    0.000    0.000 postproc.py:60(PostProcessor)
        1    0.000    0.000    0.000    0.000 funcdesc.py:176(PythonFunctionDescriptor)
        1    0.000    0.000    0.000    0.000 funcdesc.py:206(ExternalFunctionDescriptor)
        1    0.000    0.000    0.000    0.000 generators.py:207(GeneratorLower)
        1    0.000    0.000    0.000    0.000 generators.py:235(PyGeneratorLower)
        1    0.000    0.000    0.000    0.000 generators.py:296(LowerYield)
        1    0.000    0.000    0.000    0.000 removerefctpass.py:11(_MarkNrtCallVisitor)
        1    0.000    0.000    0.000    0.000 serialize.py:43(_ModuleRef)
        1    0.000    0.000    0.000    0.000 serialize.py:178(_CustomPickled)
        1    0.000    0.000    0.000    0.000 serialize.py:356(FastNumbaPickler)
        1    0.000    0.000    0.000    0.000 core.py:159(Module)
        1    0.000    0.000    0.000    0.000 core.py:190(Function)
        1    0.000    0.000    0.000    0.000 core.py:238(Builder)
        1    0.000    0.000    0.000    0.000 core.py:253(MetaDataString)
        1    0.000    0.000    0.000    0.000 core.py:265(InlineAsm)
        2    0.000    0.000    0.000    0.000 lowering.py:63(init)
        8    0.000    0.000    0.000    0.000 lowering.py:98(pre_block)
        2    0.000    0.000    0.000    0.000 debuginfo.py:49(__init__)
        1    0.000    0.000    0.000    0.000 debuginfo.py:47(DummyDIBuilder)
        2    0.000    0.000    0.000    0.000 imputils.py:256(__init__)
        1    0.000    0.000    0.000    0.000 imputils.py:249(_IternextResult)
        1    0.000    0.000    0.000    0.000 pythonapi.py:22(_Registry)
        1    0.000    0.000    0.000    0.000 pythonapi.py:75(_ReflectContext)
        1    0.000    0.000    0.000    0.000 pythonapi.py:94(NativeValue)
        1    0.000    0.000    0.000    0.000 pythonapi.py:106(EnvironmentManager)
        2    0.000    0.000    0.000    0.000 ir_utils.py:54(next_label)
        2    0.000    0.000    0.000    0.000 ir_utils.py:728(is_const_call)
        1    0.000    0.000    0.000    0.000 ir_utils.py:1433(GuardException)
        1    0.000    0.000    0.000    0.000 extending.py:458(SentryLiteralArgs)
        1    0.000    0.000    0.000    0.000 extending.py:509(BoundLiteralArgs)
        1    0.000    0.000    0.000    0.000 stencil.py:21(StencilFuncLowerer)
        1    0.000    0.000    0.000    0.000 ir.py:230(EqualityCheckMixin)
        4    0.000    0.000    0.000    0.000 ir.py:256(__init__)
        1    0.000    0.000    0.000    0.000 ir.py:296(AbstractRHS)
        1    0.000    0.000    0.000    0.000 ir.py:584(SetItem)
        1    0.000    0.000    0.000    0.000 ir.py:624(DelItem)
        1    0.000    0.000    0.000    0.000 ir.py:669(StoreMap)
        1    0.000    0.000    0.000    0.000 ir.py:695(Raise)
        1    0.000    0.000    0.000    0.000 ir.py:754(StaticTryRaise)
        1    0.000    0.000    0.000    0.000 ir.py:796(Jump)
        1    0.000    0.000    0.000    0.000 ir.py:813(Branch)
        1    0.000    0.000    0.000    0.000 ir.py:833(Assign)
        1    0.000    0.000    0.000    0.000 ir.py:849(Print)
        1    0.000    0.000    0.000    0.000 ir.py:867(Yield)
        1    0.000    0.000    0.000    0.000 ir.py:882(EnterWith)
        1    0.000    0.000    0.000    0.000 ir.py:909(Arg)
        1    0.000    0.000    0.000    0.000 ir.py:925(Const)
        1    0.000    0.000    0.000    0.000 ir.py:966(FreeVar)
        1    0.000    0.000    0.000    0.000 ir.py:1050(Intrinsic)
        2    0.000    0.000    0.000    0.000 ir.py:1178(has_parent)
        1    0.000    0.000    0.000    0.000 ir.py:1292(Loop)
        1    0.000    0.000    0.000    0.000 ir.py:1306(With)
        1    0.000    0.000    0.000    0.000 ir.py:1608(UndefinedType)
        1    0.000    0.000    0.000    0.000 models.py:492(CompositeModel)
        1    0.000    0.000    0.000    0.000 models.py:710(ComplexModel)
        1    0.000    0.000    0.000    0.000 models.py:808(SetPayloadModel)
        1    0.000    0.000    0.000    0.000 models.py:840(SetIterModel)
        1    0.000    0.000    0.000    0.000 models.py:896(OptionalModel)
        1    0.000    0.000    0.000    0.000 models.py:1003(CharSeq)
        1    0.000    0.000    0.000    0.000 models.py:1072(SliceModel)
        1    0.000    0.000    0.000    0.000 models.py:1090(ArrayIterator)
        1    0.000    0.000    0.000    0.000 models.py:1108(ZipType)
        1    0.000    0.000    0.000    0.000 models.py:1350(StructPayloadModel)
        1    0.000    0.000    0.000    0.000 models.py:1359(StructRefModel)
        1    0.000    0.000    0.000    0.000 typeof.py:139(_typeof_str)
        6    0.000    0.000    0.000    0.000 typeof.py:147(_typeof_none)
        1    0.000    0.000    0.000    0.000 cgutils.py:223(ValueStructProxy)
        1    0.000    0.000    0.000    0.000 models.py:276(EnumModel)
        1    0.000    0.000    0.000    0.000 models.py:326(MemInfoModel)
        1    0.000    0.000    0.000    0.000 models.py:339(IntegerModel)
        1    0.000    0.000    0.000    0.000 models.py:347(FloatModel)
        1    0.000    0.000    0.000    0.000 models.py:359(PointerModel)
        1    0.000    0.000    0.000    0.000 models.py:368(EphemeralPointerModel)
        1    0.000    0.000    0.000    0.000 models.py:385(EphemeralArrayModel)
        1    0.000    0.000    0.000    0.000 context.py:684(Context)
        1    0.000    0.000    0.000    0.000 templates.py:336(AbstractTemplate)
        1    0.000    0.000    0.000    0.000 templates.py:385(CallableTemplate)
        1    0.000    0.000    0.000    0.000 templates.py:460(ConcreteTemplate)
        1    0.000    0.000    0.000    0.000 templates.py:490(_EmptyImplementationEntry)
        1    0.000    0.000    0.000    0.000 templates.py:970(_OverloadMethodTemplate)
        1    0.000    0.000    0.000    0.000 templates.py:1087(MacroTemplate)
        1    0.000    0.000    0.000    0.000 templates.py:1093(Registry)
        1    0.000    0.000    0.000    0.000 templates.py:1158(BaseRegistryLoader)
        1    0.000    0.000    0.000    0.000 cpu_options.py:6(FastMathOptions)
        1    0.000    0.000    0.000    0.000 cpu_options.py:43(ParallelOptions)
        1    0.000    0.000    0.000    0.000 npytypes.py:252(NumpyNdEnumerateType)
        1    0.000    0.000    0.000    0.000 npytypes.py:375(NumpyNdIndexType)
        1    0.000    0.000    0.000    0.000 npytypes.py:468(ArrayCTypes)
        1    0.000    0.000    0.000    0.000 scalars.py:98(Float)
        1    0.000    0.000    0.000    0.000 scalars.py:135(_NPDatetimeBase)
        1    0.000    0.000    0.000    0.000 scalars.py:166(NPDatetime)
        1    0.000    0.000    0.000    0.000 scalars.py:238(IntEnumMember)
        1    0.000    0.000    0.000    0.000 special.py:13(prange)
        1    0.000    0.000    0.000    0.000 function_type.py:97(UndefinedFunctionType)
        1    0.000    0.000    0.000    0.000 function_type.py:181(CompileResultWAP)
        1    0.000    0.000    0.000    0.000 context.py:18(Rating)
        1    0.000    0.000    0.000    0.000 context.py:103(CallFrame)
       42    0.000    0.000    0.000    0.000 context.py:146(init)
        1    0.000    0.000    0.000    0.000 functions.py:332(Function)
        1    0.000    0.000    0.000    0.000 functions.py:460(WeakType)
        1    0.000    0.000    0.000    0.000 functions.py:605(key)
        1    0.000    0.000    0.000    0.000 functions.py:610(NamedTupleClass)
        1    0.000    0.000    0.000    0.000 functions.py:654(dtype)
        1    0.000    0.000    0.000    0.000 functions.py:633(NumberClass)
        1    0.000    0.000    0.000    0.000 functions.py:659(RecursiveCall)
        1    0.000    0.000    0.000    0.000 iterators.py:5(RangeType)
        1    0.000    0.000    0.000    0.000 iterators.py:20(RangeIteratorType)
        1    0.000    0.000    0.000    0.000 iterators.py:56(EnumerateType)
        1    0.000    0.000    0.000    0.000 iterators.py:74(ZipType)
        1    0.000    0.000    0.000    0.000 npytypes.py:32(UnicodeCharSeq)
        1    0.000    0.000    0.000    0.000 misc.py:193(Object)
        1    0.000    0.000    0.000    0.000 misc.py:277(ExceptionClass)
        1    0.000    0.000    0.000    0.000 misc.py:318(SliceType)
        1    0.000    0.000    0.000    0.000 misc.py:331(SliceLiteral)
        1    0.000    0.000    0.000    0.000 misc.py:512(UnicodeType)
        1    0.000    0.000    0.000    0.000 errors.py:22(NumbaWarning)
        1    0.000    0.000    0.000    0.000 errors.py:42(NumbaPerformanceWarning)
        1    0.000    0.000    0.000    0.000 errors.py:55(NumbaPendingDeprecationWarning)
        1    0.000    0.000    0.000    0.000 errors.py:61(NumbaParallelSafetyWarning)
       18    0.000    0.000    0.000    0.000 errors.py:167(code)
        1    0.000    0.000    0.000    0.000 errors.py:534(RedefinedError)
        1    0.000    0.000    0.000    0.000 errors.py:563(MacroError)
        1    0.000    0.000    0.000    0.000 errors.py:577(LoweringError)
        1    0.000    0.000    0.000    0.000 errors.py:607(UntypedAttributeError)
        1    0.000    0.000    0.000    0.000 errors.py:655(RequireLiteralValue)
        1    0.000    0.000    0.000    0.000 errors.py:663(ForceLiteralArg)
        1    0.000    0.000    0.000    0.000 containers.py:52(BaseContainerIterator)
        1    0.000    0.000    0.000    0.000 containers.py:179(BaseAnonymousTuple)
        1    0.000    0.000    0.000    0.000 containers.py:260(UniTupleIter)
        1    0.000    0.000    0.000    0.000 containers.py:289(UnionType)
        1    0.000    0.000    0.000    0.000 containers.py:345(_StarArgTupleMixin)
        1    0.000    0.000    0.000    0.000 containers.py:355(StarArgTuple)
        1    0.000    0.000    0.000    0.000 containers.py:373(BaseNamedTuple)
        1    0.000    0.000    0.000    0.000 containers.py:395(NamedTuple)
        1    0.000    0.000    0.000    0.000 containers.py:532(ListPayload)
        1    0.000    0.000    0.000    0.000 containers.py:581(SetIter)
        1    0.000    0.000    0.000    0.000 containers.py:597(SetEntry)
        1    0.000    0.000    0.000    0.000 containers.py:668(ListTypeIteratorType)
        1    0.000    0.000    0.000    0.000 containers.py:812(DictItemsIterableType)
        1    0.000    0.000    0.000    0.000 containers.py:840(DictValuesIterableType)
        1    0.000    0.000    0.000    0.000 containers.py:854(DictIteratorType)
        1    0.000    0.000    0.000    0.000 containers.py:865(StructRef)
        1    0.000    0.000    0.000    0.000 containers.py:925(StructRefPayload)
        1    0.000    0.000    0.000    0.000 common.py:14(SimpleIterableType)
        1    0.000    0.000    0.000    0.000 common.py:25(SimpleIteratorType)
        1    0.000    0.000    0.000    0.000 misc.py:34(RawPointer)
        1    0.000    0.000    0.000    0.000 misc.py:40(StringLiteral)
        1    0.000    0.000    0.000    0.000 misc.py:98(VarArg)
        1    0.000    0.000    0.000    0.000 misc.py:114(Module)
        1    0.000    0.000    0.000    0.000 misc.py:135(MemInfoPointer)
        1    0.000    0.000    0.000    0.000 utils.py:324(UniqueDict)
        1    0.000    0.000    0.000    0.000 utils.py:334(cached_property)
        1    0.000    0.000    0.000    0.000 utils.py:396(BenchmarkResult)
        1    0.000    0.000    0.000    0.000 utils.py:579(_RedirectSubpackage)
        1    0.000    0.000    0.000    0.000 abstract.py:31(_TypeMetaclass)
        1    0.000    0.000    0.000    0.000 abstract.py:296(IterableType)
        1    0.000    0.000    0.000    0.000 abstract.py:314(ConstSized)
        1    0.000    0.000    0.000    0.000 abstract.py:482(Poison)
        5    0.000    0.000    0.000    0.000 typing.py:279(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:274(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:283(_Immutable)
        5    0.000    0.000    0.000    0.000 typing.py:313(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:488(TypeVar)
        1    0.000    0.000    0.000    0.000 typing.py:1168(_Protocol)
        1    0.000    0.000    0.000    0.000 typing.py:1315(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1364(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1630(io)
        1    0.000    0.000    0.000    0.000 typing.py:1645(re)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.000    0.000 main.py:88(TestLister)
        1    0.000    0.000    0.000    0.000 main.py:104(SerialSuite)
        1    0.000    0.000    0.000    0.000 main.py:124(BasicTestRunner)
        1    0.000    0.000    0.000    0.000 main.py:482(RefleakTestResult)
        1    0.000    0.000    0.000    0.000 main.py:564(ParallelTestResult)
        1    0.000    0.000    0.000    0.000 main.py:583(_MinimalResult)
        1    0.000    0.000    0.000    0.000 main.py:701(ParallelTestRunner)
        1    0.000    0.000    0.000    0.000 loader.py:5(TestLoader)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 utils.py:248(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:302(SortedMap)
        1    0.000    0.000    0.000    0.000 argparse.py:665(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:687(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:704(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:892(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:915(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:932(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:949(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1037(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1056(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1084(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1234(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1561(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1595(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 __init__.py:415(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:409(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:424(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:632(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:674(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:711(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:982(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1134(_StderrHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:2057(NullHandler)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:128(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 case.py:184(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:278(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:297(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 case.py:1426(_SubTest)
        1    0.000    0.000    0.000    0.000 instructions.py:590(ShuffleVector)
        1    0.000    0.000    0.000    0.000 instructions.py:679(Unreachable)
        1    0.000    0.000    0.000    0.000 instructions.py:434(LoadAtomicInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:473(AllocaInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:528(PhiInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:552(ExtractElement)
        1    0.000    0.000    0.000    0.000 instructions.py:303(CompareInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:336(ICMPInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:391(LoadInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:161(Terminator)
        1    0.000    0.000    0.000    0.000 instructions.py:214(ConditionalBranch)
        1    0.000    0.000    0.000    0.000 instructions.py:242(SwitchInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:733(CmpXchg)
        1    0.000    0.000    0.000    0.000 instructions.py:761(_LandingPadClause)
        1    0.000    0.000    0.000    0.000 instructions.py:772(CatchClause)
        1    0.000    0.000    0.000    0.000 instructions.py:785(LandingPadInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:805(Fence)
        1    0.000    0.000    0.000    0.000 values.py:332(MDValue)
        1    0.000    0.000    0.000    0.000 values.py:376(DIToken)
        1    0.000    0.000    0.000    0.000 values.py:449(GlobalValue)
        1    0.000    0.000    0.000    0.000 values.py:728(_BaseArgument)
        1    0.000    0.000    0.000    0.000 values.py:743(Argument)
        1    0.000    0.000    0.000    0.000 values.py:757(ReturnValue)
        1    0.000    0.000    0.000    0.000 values.py:824(BlockAddress)
       13    0.000    0.000    0.000    0.000 builder.py:145(_castop)
        6    0.000    0.000    0.000    0.000 builder.py:32(_binop_with_overflow)
        1    0.000    0.000    0.000    0.000 context.py:5(Context)
        1    0.000    0.000    0.000    0.000 module.py:237(_FunctionsIterator)
        1    0.000    0.000    0.000    0.000 module.py:248(_TypesIterator)
        1    0.000    0.000    0.000    0.000 value.py:303(_ValueIterator)
        1    0.000    0.000    0.000    0.000 value.py:329(_AttributeIterator)
        1    0.000    0.000    0.000    0.000 value.py:344(_AttributeListIterator)
        1    0.000    0.000    0.000    0.000 value.py:353(_AttributeSetIterator)
        1    0.000    0.000    0.000    0.000 value.py:362(_BlocksIterator)
        1    0.000    0.000    0.000    0.000 value.py:384(_InstructionsIterator)
        1    0.000    0.000    0.000    0.000 context.py:12(ContextRef)
        1    0.000    0.000    0.000    0.000 context.py:20(GlobalContextRef)
        1    0.000    0.000    0.000    0.000 values.py:92(Value)
        1    0.000    0.000    0.000    0.000 values.py:101(_Undefined)
        1    0.000    0.000    0.000    0.000 values.py:189(FormattedConstant)
        1    0.000    0.000    0.000    0.000 types.py:314(FloatType)
        1    0.000    0.000    0.000    0.000 types.py:328(DoubleType)
        1    0.000    0.000    0.000    0.000 types.py:430(ArrayType)
        1    0.000    0.000    0.000    0.000 _utils.py:62(_HasMetadata)
        1    0.000    0.000    0.000    0.000 types.py:534(LiteralStructType)
        1    0.000    0.000    0.000    0.000 _utils.py:36(_StrCaching)
        1    0.000    0.000    0.000    0.000 values.py:294(MetaDataArgument)
        1    0.000    0.000    0.000    0.000 values.py:317(NamedMetaData)
        1    0.000    0.000    0.000    0.000 executionengine.py:220(_ObjectCacheRef)
        1    0.000    0.000    0.000    0.000 targets.py:21(FeatureMap)
        1    0.000    0.000    0.000    0.000 passmanagers.py:86(ModulePassManager)
        1    0.000    0.000    0.000    0.000 passmanagers.py:100(FunctionPassManager)
        1    0.000    0.000    0.000    0.000 types.py:187(__eq__)
        1    0.000    0.000    0.000    0.000 types.py:284(_BaseFloatType)
        1    0.000    0.000    0.000    0.000 types.py:85(MetaDataType)
        1    0.000    0.000    0.000    0.000 types.py:100(LabelType)
        1    0.000    0.000    0.000    0.000 types.py:150(VoidType)
        2    0.000    0.000    0.000    0.000 sysconfig.py:181(_get_default_scheme)
        1    0.000    0.000    0.000    0.000 markers.py:34(InvalidMarker)
        1    0.000    0.000    0.000    0.000 markers.py:40(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:77(Value)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4222(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4226(TokenConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4234(Combine)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4296(postParse)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4383(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4364(Suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4390(OnlyOnce)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 pyparsing.py:183(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:195(_Constants)
        1    0.000    0.000    0.000    0.000 pyparsing.py:287(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1455(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2383(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2527(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2606(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3046(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3104(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3160(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3180(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3213(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3233(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3384(_ErrorStop)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3444(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3523(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3818(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3850(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3923(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3962(Optional)
        6    0.000    0.000    0.000    0.000 version.py:318(<genexpr>)
        1    0.000    0.000    0.000    0.000 _typing.py:27(<module>)
        1    0.000    0.000    0.000    0.000 specifiers.py:34(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 _compat.py:33(metaclass)
        1    0.000    0.000    0.000    0.000 requirements.py:22(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        6    0.000    0.000    0.000    0.000 __init__.py:16(search_path)
        3    0.000    0.000    0.000    0.000 __init__.py:54(exec_module)
        1    0.000    0.000    0.000    0.000 __future__.py:80(_Feature)
        1    0.000    0.000    0.000    0.000 tempfile.py:553(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:596(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:2403(_empty)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:506(AddressList)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 zipfile.py:604(LZMACompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:627(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 zipfile.py:1942(PyZipFile)
        1    0.000    0.000    0.000    0.000 plistlib.py:358(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:396(_PlistWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:329(register_loader_type)
        1    0.000    0.000    0.000    0.000 __init__.py:510(IResourceProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:893(subscribe)
        1    0.000    0.000    0.000    0.000 __init__.py:925(_ReqExtras)
        1    0.000    0.000    0.000    0.000 __init__.py:1095(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1625(EmptyProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1645(ZipManifests)
        1    0.000    0.000    0.000    0.000 __init__.py:1909(PathMetadata)
        1    0.000    0.000    0.000    0.000 __init__.py:1934(EggMetadata)
        4    0.000    0.000    0.000    0.000 __init__.py:1999(find_nothing)
        1    0.000    0.000    0.000    0.000 __init__.py:2087(NoDists)
        4    0.000    0.000    0.000    0.000 __init__.py:2167(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 __init__.py:3087(RequirementParseError)
        4    0.000    0.000    0.000    0.000 __init__.py:3099(<listcomp>)
        1    0.000    0.000    0.000    0.000 serializer.py:11(Serializer)
        1    0.000    0.000    0.000    0.000 representer.py:70(add_multi_representer)
        2    0.000    0.000    0.000    0.000 _version.py:9(get_versions)
        1    0.000    0.000    0.000    0.000 ffi.py:159(_DeadPointer)
        1    0.000    0.000    0.000    0.000 __init__.py:105(PEP440Warning)
        1    0.000    0.000    0.000    0.000 resolver.py:9(ResolverError)
        1    0.000    0.000    0.000    0.000 resolver.py:167(Resolver)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 dumper.py:45(Dumper)
        1    0.000    0.000    0.000    0.000 __init__.py:274(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 tokens.py:2(Token)
        1    0.000    0.000    0.000    0.000 tokens.py:48(BlockEndToken)
        1    0.000    0.000    0.000    0.000 tokens.py:89(TagToken)
        1    0.000    0.000    0.000    0.000 events.py:36(StreamStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:81(MappingStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:84(MappingEndEvent)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 nodes.py:47(MappingNode)
        1    0.000    0.000    0.000    0.000 reader.py:24(ReaderError)
        1    0.000    0.000    0.000    0.000 scanner.py:32(ScannerError)
        1    0.000    0.000    0.000    0.000 context.py:196(get_start_method)
